2,3,1
2,3,1
3,4,2
3,4,2
5,9,2
5,9,2
7,73,2
11,74,2
1,75,2
2,76,2
19,77,2
19,26,2
2,13,2
2,13,2
20,73,2
18,75,2
11,74,2
21,78,2
12,79,2
17,79,2
22,59,2
23,28,2
24,80,2
23,77,2
2,80,2
23,81,2
21,78,2
17,76,2
16,34,2
16,34,2
16,34,2
16,34,2
16,34,2
16,34,2
16,34,2
2,27,2
14,27,2
1,76,2
14,75,2
16,44,2
16,44,2
16,44,2
16,43,2
25,27,2
26,82,2
1,82,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
27,18,2
27,18,2
27,18,2
27,18,2
27,18,2
27,18,2
27,18,2
27,18,2
27,18,2
27,18,2
27,18,2
28,82,2
29,76,2
17,76,2
25,27,2
18,79,2
28,76,2
30,76,2
5,13,2
5,13,2
5,78,2
6,10,2
27,18,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
2,3,2
1,76,2
8,79,2
1,82,2
1,76,2
8,79,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,20,2
16,20,2
16,19,2
16,20,2
16,19,2
16,20,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,20,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,20,2
16,19,2
16,19,2
16,20,2
16,19,2
26,79,2
26,83,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
27,61,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,83,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
15,59,2
16,2,2
16,2,2
16,1,2
16,1,2
16,1,2
16,1,2
16,1,2
16,1,2
16,1,2
16,2,2
16,1,2
16,2,2
16,1,2
16,1,2
16,1,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
27,23,2
30,82,2
21,73,2
21,85,2
21,78,2
21,86,2
21,28,2
24,27,2
21,59,2
21,26,2
21,87,2
21,88,2
27,31,2
21,74,2
27,44,2
27,44,2
27,43,2
5,78,2
27,44,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
21,77,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
27,21,2
21,89,2
21,81,2
16,90,2
16,19,2
16,20,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,20,2
16,19,2
16,20,2
16,19,2
16,20,2
16,19,2
16,19,2
16,19,2
16,19,2
16,20,2
16,19,2
16,19,2
16,19,2
16,19,2
16,20,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,19,2
16,20,2
27,31,2
16,91,2
16,91,2
16,91,2
16,91,2
16,91,2
16,91,2
16,91,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,92,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,91,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
27,93,2
2,13,2
27,93,2
27,93,2
27,93,2
27,93,2
27,93,2
27,93,2
27,93,2
27,93,2
27,93,2
27,93,2
27,93,2
27,93,2
27,93,2
8,94,2
26,94,2
18,76,2
12,79,2
30,94,2
26,8,2
27,93,2
27,93,2
27,93,2
27,93,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
16,84,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
16,84,2
16,84,2
16,84,2
8,41,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
8,8,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
31,21,2
8,41,2
8,95,2
8,96,2
8,95,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,95,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
8,41,2
6,10,2
18,76,2
29,76,2
20,28,2
16,91,2
16,91,2
16,91,2
16,91,2
16,91,2
16,91,2
16,91,2
5,9,2
20,86,2
20,73,2
2,82,2
20,28,2
24,82,2
20,59,2
20,26,2
20,87,2
27,93,2
20,88,2
27,93,2
27,93,2
27,93,2
20,74,2
20,77,2
20,89,2
20,81,2
8,41,2
8,95,2
31,21,2
31,54,2
31,65,2
31,12,2
31,54,2
31,54,2
31,54,2
31,65,2
31,54,2
31,65,2
31,54,2
31,54,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
27,97,2
16,91,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
16,84,2
26,76,2
16,84,2
26,8,2
31,41,2
31,41,2
31,41,2
31,41,2
31,41,2
31,41,2
31,41,2
31,41,2
31,41,2
